Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, Wood Slab
Thaumcraft:blockCosmeticDoubleSlabStone, Stone Slab
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
Automagy:blockRedcrystal, Redcrystal
Automagy:blockRedcrystalAmp, Amplified Redcrystal
Automagy:blockRedcrystalDim, Dim Redcrystal
Automagy:blockRedcrystalDense, Dense Redcrystal
Automagy:blockRedcrystalRes, Resonating Redcrystal
Automagy:blockRedcrystalMerc, Mercurial Redcrystal
Automagy:blockTorchInversion, Redstone Inversion Torch
Automagy:blockTorchInversion_off, Redstone Inversion Torch
Automagy:blockRemoteComparator, Remote Comparator
Automagy:blockVisReader, Vis Reader
Automagy:blockTally, Tally Box
Automagy:blockHourglass, Hourglass
Automagy:blockHourglassMagic, Magic Hourglass
Automagy:blockGreedyChest, Greedy Chest
Automagy:blockEagerChest, Eager Chest
Automagy:blockTenaciousChest, Tenacious Chest
Automagy:blockHungryMaw, Hungry Maw
Automagy:blockFinicalMaw, Finical Maw
Automagy:blockGolemInhibitor, Golemic Inhibitor
Automagy:blockEntitySignal, Signum Entia
Automagy:blockEssentiaLocus, Essentia Locus
Automagy:blockEssentiaLocusAggregator, Essentia Aggregator
Automagy:blockInventarium, Inventarium Core
Automagy:blockUnseenScribe, Unseen Scribe
Automagy:blockScribePointer, Scrivener's Oculus
Automagy:blockGolemTaskmaster, Golemic Taskmaster
Automagy:blockReqTome, Requisition Tome
Automagy:blockBookshelfEnchanted:0, Enchanting Bookshelf
Automagy:blockBookshelfEnchanted:1, Ensorcelled Bookshelf
Automagy:blockTranslucent:0, Glowing Amber
Automagy:blockTranslucent:1, Glowing Amber Bricks
Automagy:blockMetalGlow:0, Memory Block
Automagy:blockNethermind, Nethermind
Automagy:blockRunedObsidian, Runed Obsidian
Automagy:blockNetherRune:0, Runed Obsidian (Rock)
Automagy:blockNetherRune:1, Runed Obsidian (Sea)
Automagy:blockNetherRune:2, Runed Obsidian (Crystal)
Automagy:blockNetherRune:3, Runed Obsidian (Light)
Automagy:blockNetherRune:4, Runed Obsidian (Soul)
Automagy:blockNetherRune:6, Runed Obsidian (Celerity)
Automagy:blockNetherRuneMob:0, Runed Obsidian (Zombie)
Automagy:blockNetherRuneMob:1, Runed Obsidian (Blaze)
Automagy:blockNetherRuneMob:2, Runed Obsidian (Ghast)
Automagy:blockNetherRuneMob:3, Runed Obsidian (Skull)
Automagy:blockNetherRuneMob:4, Runed Obsidian (Slime)
Automagy:blockNetherRuneMob:5, Runed Obsidian (Bat)
Automagy:blockNetherRuneMob:6, Runed Obsidian (Wisp)
Automagy:blockMobLure, Siren's Lure
Automagy:blockDimensionLure, Dimensional Lure
Automagy:blockGolemWorkbench, Golem's Workbench
Automagy:blockThirstyTank, Thirsty Tank
Automagy:blockBoiler, Alchemical Boiler
Automagy:blockCreativeJar:3, Infinity Jar
Automagy:blockAmnesiac, Amnesiac's Stone
Automagy:blockXPStone, Soul Stone
Automagy:blockXPJar, Jar of Enchanter's Concentrate
Automagy:blockThaumostaticPylon:0, Thaumostatic Pylon
Automagy:blockThaumostaticPylon:1, Thaumostatic Controller
Automagy:blockMirrorAlt:0, Melding Mirror
Automagy:blockMirrorMultiDest:0, Dispersing Mirror
Automagy:blockFluidMilk, Milk
Automagy:blockFluidMushroom, Mushroom Soup
Automagy:blockFluidVishroom, Vishroom Soup
Automagy:blockPhenomenon, Phenomenon
Automagy:blockThaumostaticSpire, Thaumostatic Spire
Automagy:blockTallyLensWorld, Tally Box (Lens: Unbound)
Automagy:blockTallyLensDrops, Tally Box (Lens: Yield)
Natura:soil.tainted, Tainted Soil
Natura:heatsand, Heat Sand
Natura:NetherFurnace, Nether Furnace
Natura:Obelisk, Obelisk
Natura:NetherGlass:0, Soul Glass
Natura:NetherGlass:1, Heat Glass
Natura:BrailPowered, Powered Blaze Rail
Natura:BrailDetector, Detector Blaze Rail
Natura:Blazerail, Blaze Rail
Natura:BrailActivator, Activator Blaze Rail
Natura:NetherHopper, Hopper
Natura:NetherPressurePlate, Pressure Plate
Natura:NetherButton, Button
Natura:NetherLever, Lever
Natura:Thornvines, Thornvines
Natura:Glowshroom:0, Green Glowshroom
Natura:Glowshroom:1, Purple Glowshroom
Natura:Glowshroom:2, Blue Glowshroom
Natura:greenGlowshroom, Green Glowshroom
Natura:purpleGlowshroom, Purple Glowshroom
Natura:blueGlowshroom, Blue Glowshroom
Natura:NetherBerryBush:12, Blightberry Bush
Natura:NetherBerryBush:13, Duskberry Bush
Natura:NetherBerryBush:14, Skyberry Bush
Natura:NetherBerryBush:15, Stingberry Bush
Natura:BerryBush:12, Raspberry Bush
Natura:BerryBush:13, Blueberry Bush
Natura:BerryBush:14, Blackberry Bush
Natura:BerryBush:15, Maloberry Bush
Natura:N Crops, Crops
Natura:Saguaro:0, Saguaro Cactus
Natura:Bluebells, Bluebells
Natura:GrassBlock:0, Topiary Grass
Natura:GrassBlock:1, Bluegrass
Natura:GrassBlock:2, Autumnal Grass
Natura:GrassSlab:0, Topiary Grass Slab
Natura:GrassSlab:1, Bluegrass Slab
Natura:GrassSlab:2, Autumnal Grass Slab
Natura:Cloud:0, Cloud
Natura:Cloud:1, Dark Cloud
Natura:Cloud:2, Ash Cloud
Natura:Cloud:3, Sulfur Cloud
Natura:Rare Sapling:0, Maple Sapling
Natura:Rare Sapling:1, Silverbell Sapling
Natura:Rare Sapling:2, Amaranth Sapling
Natura:Rare Sapling:3, Tigerwood Sapling
Natura:Rare Sapling:4, Willow Sapling
Natura:florasapling:0, Redwood Sapling
Natura:florasapling:1, Eucalyptus Sapling
Natura:florasapling:2, Hopseed Sapling
Natura:florasapling:3, Sakura Sapling
Natura:florasapling:4, Ghostwood Sapling
Natura:florasapling:5, Blood Sapling
Natura:florasapling:6, Darkwood Sapling
Natura:florasapling:7, Fusewood Sapling
Natura:tree:0, Eucalyptus Wood
Natura:tree:1, Sakura Wood
Natura:tree:2, Ghostwood
Natura:tree:3, Hopseed Wood
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:willow:0, Willow Wood
Natura:bloodwood:0, Bloodwood
Natura:bloodwood:15, Bloodwood
Natura:Rare Tree:0, Maple Wood
Natura:Rare Tree:1, Silverbell Wood
Natura:Rare Tree:2, Amaranth Wood
Natura:Rare Tree:3, Tiger Wood
Natura:Dark Tree:0, Darkwood
Natura:Dark Tree:1, Fusewood
Natura:floraleaves:0, Redwood Leaves
Natura:floraleaves:1, Eucalyptus Leaves
Natura:floraleaves:2, Hopseed Leaves
Natura:floraleavesnocolor:0, Sakura Leaves
Natura:floraleavesnocolor:1, Ghostwood Leaves
Natura:floraleavesnocolor:2, Bloodleaves
Natura:floraleavesnocolor:3, Willow Leaves
Natura:Rare Leaves:0, Maple Leaves
Natura:Rare Leaves:1, Silverbell Leaves
Natura:Rare Leaves:2, Amaranth Leaves
Natura:Rare Leaves:3, Tiger Leaves
Natura:Dark Leaves:0, Darkwood Leaves
Natura:Dark Leaves:1, Darkwood Leaves
Natura:Dark Leaves:2, Darkwood Leaves
Natura:Dark Leaves:3, Fusewood Leaves
Natura:planks:0, Eucalyptus Planks
Natura:planks:1, Sakura Planks
Natura:planks:2, Ghostwood Planks
Natura:planks:3, Redwood Planks
Natura:planks:4, Bloodwood Planks
Natura:planks:5, Hopseed Planks
Natura:planks:6, Maple Planks
Natura:planks:7, Silverbell Planks
Natura:planks:8, Amaranth Planks
Natura:planks:9, Tigerwood Planks
Natura:planks:10, Willow Planks
Natura:planks:11, Darkwood Planks
Natura:planks:12, Fusewood Planks
Natura:Natura.workbench:0, Crafting Table
Natura:Natura.workbench:1, Crafting Table
Natura:Natura.workbench:2, Crafting Table
Natura:Natura.workbench:3, Crafting Table
Natura:Natura.workbench:4, Crafting Table
Natura:Natura.workbench:5, Crafting Table
Natura:Natura.workbench:6, Crafting Table
Natura:Natura.workbench:7, Crafting Table
Natura:Natura.workbench:8, Crafting Table
Natura:Natura.workbench:9, Crafting Table
Natura:Natura.workbench:10, Crafting Table
Natura:Natura.workbench:11, Crafting Table
Natura:Natura.workbench:12, Crafting Table
Natura:Natura.bookshelf:0, Bookshelf
Natura:Natura.bookshelf:1, Bookshelf
Natura:Natura.bookshelf:2, Bookshelf
Natura:Natura.bookshelf:3, Bookshelf
Natura:Natura.bookshelf:4, Bookshelf
Natura:Natura.bookshelf:5, Bookshelf
Natura:Natura.bookshelf:6, Bookshelf
Natura:Natura.bookshelf:7, Bookshelf
Natura:Natura.bookshelf:8, Bookshelf
Natura:Natura.bookshelf:9, Bookshelf
Natura:Natura.bookshelf:10, Bookshelf
Natura:Natura.bookshelf:11, Bookshelf
Natura:Natura.bookshelf:12, Bookshelf
Natura:stair.eucalyptus, Eucalyptus Stairs
Natura:stair.sakura, Sakura Stairs
Natura:stair.ghostwood, Ghostwood Stairs
Natura:stair.redwood, Redwood Stairs
Natura:stair.bloodwood, Blood Stairs
Natura:stair.hopseed, Hopseed Stairs
Natura:stair.maple, Maple Stairs
Natura:stair.silverbell, Silverbell Stairs
Natura:stair.amaranth, Amaranth Stairs
Natura:stair.tiger, Tigerwood Stairs
Natura:stair.willow, Willow Stairs
Natura:stair.darkwood, Darkwood Stairs
Natura:stair.fusewood, Fusewood Stairs
Natura:plankSlab1:0, Eucalyptus Slab
Natura:plankSlab1:1, Sakura Slab
Natura:plankSlab1:2, Ghostwood Slab
Natura:plankSlab1:3, Redwood Slab
Natura:plankSlab1:4, Blood Slab
Natura:plankSlab1:5, Hopseed Slab
Natura:plankSlab1:6, Maple Slab
Natura:plankSlab1:7, Silverbell Slab
Natura:plankSlab2:0, Amaranth Slab
Natura:plankSlab2:1, Tigerwood Slab
Natura:plankSlab2:2, Willow Slab
Natura:plankSlab2:3, Darkwood Slab
Natura:plankSlab2:4, Fusewood Slab
Natura:trapdoor.eucalyptus, Eucalyptus Trapdoor
Natura:trapdoor.sakura, Sakura Trapdoor
Natura:trapdoor.ghostwood, Ghostwood Trapdoor
Natura:trapdoor.redwood, Redwood Trapdoor
Natura:trapdoor.bloodwood, Blood Trapdoor
Natura:trapdoor.hopseed, Hopseed Trapdoor
Natura:trapdoor.maple, Maple Trapdoor
Natura:trapdoor.amaranth, Amaranth Trapdoor
Natura:trapdoor.silverbell, Silverbell Trapdoor
Natura:trapdoor.tiger, Tigerwood Trapdoor
Natura:trapdoor.willow, Willow Trapdoor
Natura:trapdoor.darkwood, Darkwood Trapdoor
Natura:trapdoor.fusewood, Fusewood Trapdoor
Natura:Natura.fence:0, Eucalyptus Fence
Natura:Natura.fence:1, Sakura Fence
Natura:Natura.fence:2, Ghostwood Fence
Natura:Natura.fence:3, Redwood Fence
Natura:Natura.fence:4, Blood Fence
Natura:Natura.fence:5, Hopseed Fence
Natura:Natura.fence:6, Maple Fence
Natura:Natura.fence:7, Silverbell Fence
Natura:Natura.fence:8, Amaranth Fence
Natura:Natura.fence:9, Tigerwood Fence
Natura:Natura.fence:10, Willow Fence
Natura:Natura.fence:11, Darkwood Fence
Natura:Natura.fence:12, Fusewood Fence
Natura:fenceGate.eucalyptus, Eucalyptus Fence Gate
Natura:fenceGate.sakura, Sakura Fence Gate
Natura:fenceGate.ghostwood, Ghostwood Fence Gate
